"longitude","latitude","housingMedianAge","totalRooms","totalBedrooms","population","households","medianIncome","medianHouseValue"
-118.61,35.47,13,2267,601,756,276,2.5474,78400
-122.2,38.09,18,6860,1079,3205,1058,5.2957,171900
-118.35,34.1,20,2745,782,1161,739,3.9044,436400
-122.53,37.5,19,4768,807,2199,805,6.1896,331100
-122.17,37.48,39,2427,401,1178,408,5.9629,352700
-121.29,37.95,52,288,86,272,54,0.696,42500
-118.26,34.01,37,2451,668,2824,598,1.9074,99600
-120.98,37.6,36,1437,331,1073,320,2.1779,58400
-117.61,34.1,9,18956,4095,10323,3832,3.6033,132600
-117.06,32.57,25,1268,282,991,299,3.0284,123600
-121.83,37.33,27,3127,610,3257,604,4.6333,173600
-118.1,34.17,44,4505,894,2296,899,3.4811,300500
-117.03,32.8,19,3866,775,1554,703,4.3281,220000
-117.75,34.05,35,1293,339,1494,312,1.6645,93300
-117.14,33.81,13,4496,756,2044,695,3.2778,148800
-120.27,37.12,17,3328,628,1580,619,2.9861,81500
-118.1,34.07,36,1240,349,1383,338,2.4931,170300
-118.13,33.82,36,665,114,273,112,3.7321,223700
-121.98,37.34,33,3570,776,1922,761,4.9562,238700
-118.47,34.05,22,5215,1193,2048,1121,4.7009,500001
-118.23,33.93,30,1147,260,1219,210,2.0658,93200
-122.28,37.88,52,1193,200,506,207,4.1912,254500
-115.55,32.98,24,2565,530,1447,473,3.2593,80800
-117.38,33.2,17,1877,581,1288,426,1.9386,106300
-119.2,36.3,19,1427,311,1026,293,2.625,57000
-118.16,34.07,41,247,55,925,50,3.5769,135700
-118.22,33.81,41,726,166,602,183,3.7885,156900
-118.33,34.05,46,3015,795,2300,725,2.0706,268500
-118,33.93,24,4534,967,2547,895,3.9575,215400
-115.9,32.69,18,414,86,98,54,1.5417,57500
-121.86,37.41,16,1603,287,1080,296,6.1256,266900
-122.04,37.67,18,3000,419,1155,415,6.8233,332600
-122.51,38.76,9,2589,482,1050,374,4.0435,132600
-118.05,34.16,36,3908,732,1688,725,4.5625,376800
-119.29,36.34,10,1832,455,1664,429,2.0227,53300
-117.2,34.48,7,4998,953,2764,891,3.205,101900
-118.36,34.08,52,1902,488,848,478,2.9621,175000
-117.5,33.96,12,7923,1470,4861,1385,4.2985,139200
-118.14,34.08,24,3988,1098,2909,1034,2.7036,170000
-122.32,37.92,29,2304,399,1377,454,5.0187,140600
-121.26,37.99,27,429,102,179,90,2.3333,87500
-118.27,34.09,44,3646,912,1783,861,2.9709,225000
-117.1,33.12,12,961,342,315,201,0.813,275000
-118.29,33.93,32,1815,488,1715,475,1.7244,111200
-119.71,36.88,17,2236,315,992,312,6.9405,165200
-118.53,34.22,29,4101,849,2630,867,4.6607,199800
-118.14,34.13,16,3569,821,1505,783,4.9167,251100
-118.31,33.96,43,2118,569,1266,500,1.747,121000
-122.26,38.28,24,2831,502,1462,503,4.5,158300
-117.87,33.79,25,2546,545,1543,521,4.192,219900
-120.2,34.61,15,2958,690,1348,617,3.8582,215200
-118.41,34.01,33,3306,974,2475,924,2.8797,285300
-119.71,34.42,23,2068,658,1898,570,2.5506,230800
-118.23,34.66,25,2627,387,1059,338,3.6382,138200
-122.14,37.73,43,2264,390,931,368,3.8125,235100
-118.24,34.06,19,2870,1021,3325,978,1.7395,162500
-121.99,36.97,15,3044,786,1306,693,2.1771,213200
-122.05,37.97,16,60,10,65,19,6.1359,250000
-121.31,37.96,48,1112,227,583,216,2.3393,77600
-122.58,38.59,33,1239,262,539,246,3.5208,195800
-122.25,37.86,48,2153,517,1656,459,3.0417,489600
-116.93,32.8,19,1867,538,1219,468,2.0685,130000
-118.18,34.04,44,1079,275,1249,249,3.0417,141700
-121.04,37.69,9,6333,1355,3265,1265,3.0217,160900
-118.13,34.01,40,2412,629,2119,600,2.075,151100
-121.77,37.33,8,3088,474,1799,456,7.2707,355300
-117.23,32.86,16,1200,468,648,443,3.045,1e+05
-118.26,33.88,36,1212,222,775,224,5.5591,136500
-120.95,38.79,12,3247,579,1459,517,4.3981,202800
-122.44,37.77,52,3225,667,1494,619,4.4875,500001
-121.02,37.68,25,3262,588,1834,578,3.996,114500
-118.91,35.4,10,3587,774,1398,763,2.569,113000
-118.09,33.92,36,1226,211,711,219,4.5699,170800
-119.69,36.75,6,1926,303,965,316,4.7463,93100
-120.44,34.94,29,1877,516,1634,492,1.6875,122700
-121.85,37.24,17,6425,1268,3934,1238,5.1228,237600
-122.45,37.76,51,2564,457,810,442,5.6235,500001
-118.25,33.99,39,1274,319,1362,324,2.1793,107900
-118.18,33.77,41,2048,601,852,533,2.5726,193800
-118,34.13,24,2584,520,1869,503,3.2841,167000
-117.21,32.85,26,2012,315,872,335,5.4067,277500
-117.08,32.8,25,2963,552,1162,556,3.625,184500
-116.69,33.5,13,1187,255,442,179,1.9107,155700
-122.48,37.71,29,1048,150,455,152,6.1278,417600
-122.13,37.75,30,414,54,137,50,4.975,311100
-118.26,33.99,47,1865,465,1916,438,1.8242,95000
-124.16,40.95,20,1075,214,529,196,3.1406,96000
-123.38,39.37,18,3946,813,1899,730,2.6424,124600
-119.06,34.24,21,7436,984,2982,988,7.6775,391200
-118.29,34.1,43,1711,443,1190,429,3.5172,265500
-118.31,34.27,35,1446,274,759,291,6.0808,215600
-122.3,38.28,31,1633,316,944,300,3.3977,158700
-118.36,33.82,36,1784,311,901,293,6.2247,339000
-122.25,37.77,52,1527,320,825,264,3.4531,208800
-122.13,37.39,27,3385,427,1248,409,12.0372,500001
-121.85,37.26,16,2312,303,1158,295,7.4323,311800
-117.1,32.83,16,4214,744,1820,699,4.3783,179500
-118.46,34.16,16,4590,1200,2195,1139,3.8273,334900
-122.08,37.63,35,517,108,391,107,4.0682,156900
-117.79,33.68,13,2636,416,1137,404,7.2118,311500
-117.92,33.65,15,1309,477,1330,424,3.4417,182500
-118.03,34.58,4,9849,1780,4546,1598,4.0729,154300
-119.77,36.86,7,4139,544,1843,562,8.2737,193500
-122.25,37.49,43,2607,477,1225,461,4.224,349600
-122,38.38,16,2509,366,1043,339,6.0704,173400
-117.34,34.18,7,2914,481,1584,499,4.6312,124900
-117.86,33.74,38,2415,642,3242,599,3.425,165600
-117.71,33.6,8,3329,753,1312,629,3.5521,229800
-118.98,37.65,18,1795,416,483,208,4.5375,169800
-121.43,38.63,43,1009,225,604,218,1.6641,67000
-116.74,33.62,11,2385,661,682,242,2.9141,214300
-117.85,33.79,52,1963,430,1197,415,3.8929,211000
-121.92,37.34,35,357,120,377,99,3.0139,204200
-122.53,39.09,11,1264,271,370,177,1.3,69700
-119.85,36.84,12,2272,304,840,305,8.9669,213900
-117.83,33.88,18,2112,340,1048,315,6.9308,231700
-122.43,37.76,52,1582,353,868,329,3.8261,250000
-118.24,34.23,43,1061,208,514,208,6.01,254200
-122.19,37.78,52,2198,397,984,369,3.22,156500
-120.39,37.96,10,2554,501,922,439,2.1094,164000
-118.51,34.17,31,3252,834,1411,760,3.1885,219000
-122.47,37.72,43,968,199,434,162,2.5333,239300
-118.32,33.98,49,1412,333,901,328,1.7067,118600
-118.38,33.97,42,1859,337,813,326,6.019,294500
-118.25,33.98,44,1087,335,1441,310,1.6667,112500
-118.14,33.76,37,3242,698,1080,629,3.901,432500
-122.05,37.93,15,7803,1603,2957,1546,4.45,184900
-121.98,37.23,33,3585,935,1511,835,3.1176,396300
-122.5,37.77,52,1769,414,1032,380,3.9954,324700
-118.47,34.02,35,3057,774,2223,732,2.0745,332500
-121.96,38.34,14,3035,680,1597,663,3.6036,143500
-118,33.82,18,2947,559,1820,551,4.5294,224800
-118.03,34.09,29,1219,338,1152,323,2.8029,180900
-122.02,38.37,16,2495,331,1118,338,6.4894,198000
-122.47,37.51,15,4974,764,2222,774,6.7606,364300
-120.94,37.59,16,3964,824,2622,766,2.3152,111300
-122.1,37.97,18,4326,655,1753,646,5.6931,269600
-118.46,34.06,46,1302,215,482,226,7.0674,500001
-122.34,40.63,10,2183,369,1061,325,3.6853,151600
-120.15,39.15,25,1669,348,163,78,5.75,176600
-118.31,34.09,30,3165,1263,3678,1141,2,240600
-118.5,34.16,34,3547,523,1187,500,7.139,424000
-121.15,38.89,20,2024,313,879,309,5.2903,239400
-116.98,32.75,25,4137,662,1905,630,4.375,214000
-122.06,37.27,16,1612,221,567,208,10.5793,500001
-118.34,33.98,40,2108,526,1922,544,3.163,137800
-121.83,37.27,14,2855,380,1420,383,6.6712,311500
-122.51,37.98,37,4801,699,1830,679,6.0762,487800
-121.32,38.7,16,2966,578,1365,480,3.2444,118400
-119.18,34.21,46,2062,484,1522,469,3.087,213900
-117.37,34,41,1248,278,770,250,3.025,90600
-117.92,33.93,12,4415,890,1532,854,3.75,166300
-117.96,34.06,34,2226,381,1464,365,4.4102,183200
-118.25,33.87,18,6812,1263,3704,1216,4.25,169200
-118.31,34.08,49,2549,630,1539,594,2.6218,350900
-121.45,38.52,37,1705,325,827,326,2.6288,71200
-121.84,37.24,18,3574,504,1803,536,6.7836,274100
-122.68,38.07,26,1445,244,510,207,5.6305,430000
-117.99,34.08,11,2399,527,2307,531,3.5625,141000
-117.4,33.76,8,1954,330,973,321,4.4875,249100
-121.61,36.68,37,3149,833,3456,788,2.8542,127600
-122.48,37.77,52,2556,595,1202,568,3.8899,348500
-117.73,34.09,30,2345,496,1897,454,2.4375,112100
-121.99,37.36,32,1754,324,917,330,4.6761,298300
-120.76,37.44,18,2003,398,1333,411,2.7562,90500
-117.9,33.73,30,746,172,1048,163,4.1,166400
-118.3,34.02,49,2120,483,1522,416,1.85,116800
-120.43,34.86,17,1932,347,874,312,3.8203,141500
-119.35,36.21,26,2481,586,1445,498,1.6378,60300
-118.01,33.84,35,4166,713,2354,709,5.1775,213400
-118.06,34.16,34,2297,419,909,412,4.8214,362500
-122.4,38.41,20,4867,1015,1725,1015,2.5685,267600
-122.67,38.24,29,2644,464,1372,450,5.0544,261800
-122.47,37.61,34,4551,837,2208,834,5.4364,279300
-118.1,34.16,46,2863,513,1412,498,5.3272,330200
-121.98,37.58,20,4126,1031,2079,975,3.6832,216900
-118.13,34.13,39,2099,397,1500,380,4.8304,493200
-117.89,33.6,36,1496,247,441,203,7.8164,500001
-117.09,32.79,31,2019,417,872,386,3.1964,177700
-122.5,37.76,50,1993,410,1009,374,3.9464,295600
-121.8,37.19,45,1797,303,870,281,4.5417,434500
-119.35,36.22,32,1290,304,852,309,1.4429,54600
-118.4,34.13,32,8262,1156,2712,1125,10.5575,500001
-122.17,37.76,33,1280,307,999,286,2.5625,89300
-122.76,38.35,30,2260,374,958,359,5.0323,222400
-121.91,37.24,30,2327,419,1114,372,4.7279,272000
-117.76,34.1,28,4086,871,1973,853,2.621,202200
-118.41,34.18,30,2008,513,1052,496,3.0119,262200
-117.9,33.75,32,1893,431,2245,426,3.7143,163000
-121.91,36.59,31,2034,335,966,322,4.6964,291300
-122.27,37.84,48,1922,409,1026,335,1.7969,110400
-118.15,33.86,34,2403,413,1385,386,4.4934,213800
-122.35,37.93,39,2002,416,1166,395,1.7257,91500
-122.08,37.65,17,5018,1439,3069,1299,2.7694,161900
-118,33.66,25,4041,903,1689,784,4.2289,442700
-118.14,34.06,37,1339,258,706,238,4.7569,253800
-121.18,38.75,16,2807,459,1201,429,4.7941,247600
-122.23,40.4,18,2102,377,1059,384,3.0556,95500
-119.57,36.72,11,2510,460,1248,445,3.6161,99500
-117,32.76,31,1989,280,805,301,6.5645,189100
-117.37,33.97,38,1156,241,877,200,1.4514,79900
-122.28,37.87,46,3022,696,1293,675,2.543,220700
-117.43,33.93,36,2386,396,1176,374,4.5122,113300
-118.07,34.09,33,2178,445,1153,400,3.6083,212000
-118.15,35.06,15,1069,296,569,263,2.0441,73300
-121.07,39.05,10,1813,311,827,287,3.6087,182100
-122.76,38.45,8,5823,1104,2864,1041,3.6292,183600
-121.94,36.98,21,3520,831,1486,753,3.0905,264300
-118.11,34.16,52,1353,274,852,306,3.4583,239900
-122.26,37.77,52,1670,350,793,299,2.9732,282100
-118,33.71,19,4808,1029,2422,971,4.0121,279700
-117.12,32.76,26,1221,331,620,296,2.4821,123600
-118.29,33.96,36,1717,417,902,368,1.4868,113200
-117.52,33.83,22,2397,400,1347,403,4.46,189800
-116.95,32.81,31,1277,293,698,237,3.1106,147700
-117.58,34.09,27,754,200,746,185,1.9531,100800
-118.22,33.94,41,928,249,1108,236,3.4323,144600
-117.81,33.75,23,3498,636,1574,642,5.021,252200
-122.51,39.3,19,1629,386,551,214,1.7463,68800
-121.95,38.43,19,3011,551,1665,535,5.1534,232800
-121.93,37.27,35,1855,345,985,329,6.0196,255100
-118.41,34.26,38,870,205,1065,222,2.5313,136100
-122.02,37.56,23,4332,857,2461,829,4.3594,223400
-119.12,36.29,29,1638,323,942,322,2.1731,66200
-119.2,34.25,25,195,59,140,43,3.8889,187500
-117.74,34.07,52,1868,316,947,328,4.2415,140100
-116.91,32.78,15,4058,511,1580,473,7.5,316400
-118.32,34.1,28,1759,716,1463,620,1.7306,450000
-118.42,34.28,35,822,200,1197,203,3.2865,133300
-117.08,32.59,30,144,52,220,48,2.3929,134400
-118.31,34.1,33,766,347,918,305,1.705,350000
-117.57,33.93,3,1240,151,519,146,7.5408,271900
-122,37.28,33,2170,311,854,303,8.3605,500001
-124,40.92,29,1429,268,672,266,2.9485,98800
-117.08,32.62,28,2468,506,1353,522,3.0771,158600
-121.06,37.67,31,906,146,383,129,3.4167,196900
-117.86,33.89,24,2002,253,820,241,6.9612,274500
-118.44,34.23,36,1730,387,1099,353,4.0368,183100
-122.33,38.29,14,3541,499,1577,459,5.3351,269900
-122.41,37.66,44,431,195,682,212,3.2833,233300
-122.42,37.79,52,3364,1100,2112,1045,2.1343,4e+05
-117.78,33.68,14,1750,336,852,300,4.6793,236800
-117.29,33.2,16,2150,461,1428,407,2.4754,157300
-118.29,33.96,32,3508,917,2794,839,1.554,1e+05
-121.58,39.16,36,1206,197,537,204,3.3611,79800
-122.43,37.81,52,4309,942,1297,798,4.6781,500001
-122.36,37.96,30,950,317,1073,280,1.8664,107800
-118.32,33.97,46,1504,270,814,306,4.3919,157100
-121.98,36.96,20,3495,818,2186,772,3.1167,258300
-118.42,34.26,36,973,221,1086,218,3.4519,143300
-121.44,38.56,52,906,165,257,166,2.8542,139400
-121.33,38,14,3731,772,1679,750,3.1369,119600
-118.11,34.16,52,2489,437,1101,438,4.2065,320300
-117.37,33.98,43,2862,772,1878,675,2.1151,96700
-121.8,37.32,20,2473,476,2228,501,5.6817,224200
-117.76,33.94,40,1092,213,457,190,5.1165,184200
-121.23,37.82,14,1847,325,1030,309,4.9271,155300
-118.45,34.04,21,2819,648,1435,593,3.9489,360200
-121.02,37.64,42,1437,307,1035,284,2.1036,88300
-122.46,37.72,47,1723,389,1216,399,3.3208,238600
-117.91,33.67,16,7961,2276,5014,2116,3.512,218400
-118.16,34.14,41,3039,482,973,446,7.4817,500001
-122.27,37.88,37,2619,682,1152,616,2.52,277800
-122.4,40.58,40,3895,929,1782,910,1.3329,78200
-118.12,33.96,36,1426,235,698,240,4.8523,267300
-119.85,36.8,14,4177,914,2300,867,2.9565,73000
-118.94,34.16,3,1170,148,493,142,8.0428,500001
-121.71,39.25,37,1871,321,806,294,4,101400
-121.24,37.98,33,450,123,236,103,1.1964,80400
-119.74,36.77,30,2427,482,1375,518,2.5737,76900
-117.44,33.9,23,4487,754,2609,778,4.2788,148700
-117.98,33.74,29,3443,635,2257,620,4.7404,207500
-122.43,37.79,52,3565,892,1377,852,3.8068,500001
-118.21,33.95,38,1889,565,2087,559,1.7778,154000
-121.58,37.01,15,2873,547,1582,567,5.1519,264700
-121.8,37.32,23,1829,346,1277,324,4.8092,217400
-121.21,39.49,18,697,150,356,114,2.5568,77100
-118.13,33.9,36,1477,305,788,291,3.625,195800
-121.98,37.36,35,1293,223,701,216,7.8543,281900
-121.05,39.23,20,1634,374,1053,390,1.5313,154900
-119.04,36.07,17,2623,659,1912,618,1.5893,52000
-121.71,36.88,19,2528,554,2332,492,3.7766,177000
-116.51,34.85,15,3149,713,1281,486,2,64700
-117.79,33.88,17,8562,1351,3822,1316,6.0829,252600
-118.25,34.22,34,2510,535,1516,542,3.8068,267000
-118.52,34.22,35,1620,272,1052,248,5.5209,203300
-118.66,34.43,9,2356,469,1556,386,3.775,155000
-122.08,37.36,31,2717,376,1001,381,9.281,500001
-122.1,37.37,40,2224,354,929,345,8.1064,500001
-118.38,33.83,40,3070,570,1264,506,5.1626,432700
-121.82,38,30,3268,567,1714,565,4.4583,131000
-116.99,32.85,32,5211,949,3025,948,4.0931,134200
-122.42,37.73,50,3426,769,2261,671,2.888,246400
-119.7,34.43,52,977,289,412,272,2.125,3e+05
-122.23,37.82,52,1611,203,556,179,8.7477,500001
-117.06,32.77,18,2269,682,1329,581,1.7951,161800
-121.84,39.73,52,502,100,311,100,1.5481,2e+05
-118.01,34.12,32,1937,332,922,340,3.94,278400
-118.31,33.88,33,2147,505,1371,498,2.4219,260700
-117.98,33.86,26,1240,285,781,315,4.1287,205800
-118.42,34.08,46,1399,148,410,152,15.0001,500001
-117.67,34.07,29,1840,388,1278,368,3.5036,123400
-119.32,36.2,15,1562,275,961,287,3.4231,83300
-122.47,37.66,18,4172,806,3226,790,5.7535,297900
-117.31,34.43,16,5130,1172,3126,1046,1.6784,71900
-118.2,33.98,32,1403,399,1506,375,2,172700
-117.7,34.07,33,1552,288,1326,303,3.7969,128400
-116.99,33.73,13,16148,3474,6159,3232,1.9961,97800
-117.91,33.67,32,3058,562,1475,569,4.4625,253500
-121.62,39.77,23,1759,366,788,359,1.8125,93500
-121.06,37.45,33,1401,299,915,282,3.4464,162500
-117.31,32.83,38,2367,480,891,428,4.1477,500001
-119.21,34.26,31,224,88,326,88,2.375,55000
-119.09,34.35,20,4725,881,2823,869,4.0122,214800
-120.2,34.63,14,2647,515,1487,488,4.4519,227900
-121.45,38.58,44,2314,415,796,388,3.4914,153900
-117.92,33.83,52,1514,301,855,293,3.6042,166400
-123.85,39.39,23,4671,912,2095,857,3.184,140500
-118.03,34.11,38,2076,361,988,332,5.9175,416900
-118.57,34.09,14,7970,1142,2926,1096,11.2866,500001
-122,37.28,32,2782,495,1092,455,5.4103,335900
-116.25,33.75,33,278,91,375,81,2.025,50000
-117.68,34.14,4,4791,695,1871,659,6.9532,277000
-118.22,33.89,41,990,228,776,207,2.125,120200
-118.27,33.96,42,796,203,697,177,2.037,92600
-118.27,34.16,45,1865,360,973,349,3.6587,321200
-118.01,33.67,16,3581,780,1644,774,5.041,397600
-118.37,34.15,23,4604,1319,2391,1227,3.1373,263100
-117.6,34.03,16,1499,232,918,239,5.5677,175400
-118.36,34.03,38,1400,376,1139,315,2.2368,120000
-120.84,35.3,15,2062,327,781,316,4.9359,317700
-116,34.12,32,3163,712,1358,544,2.125,57700
-122.25,37.8,41,1471,469,1062,413,1.6121,171400
-122.75,38.54,6,6719,1016,2699,997,5.4886,254200
-117.12,32.7,38,818,217,953,231,1.0531,65700
-117.14,32.75,37,1832,525,955,488,2.7852,129200
-121.33,37.98,9,2370,424,1129,386,5.143,176500
-121.22,37.81,17,2879,542,1802,530,3.6378,126100
-117.36,34.1,33,1904,343,1366,338,3.6227,92800
-122.96,38.26,20,1982,358,308,132,3.1429,240900
-122.33,37.98,3,2850,544,1024,515,6.0115,175000
-117.65,34.07,35,2501,651,1182,591,1.4464,113200
-122.2,37.78,50,1867,403,1128,378,2.5401,129100
-118.36,34.03,40,2323,661,1847,614,1.8316,113500
-118.91,34.22,15,5644,757,2659,783,6.7559,312000
-115.57,32.8,33,1192,213,1066,211,4.5714,68600
-118.29,33.99,46,2608,636,1766,596,1.5846,114800
-117.89,33.87,25,1492,439,755,389,3.0893,188200
-121.03,39.26,49,3739,759,1422,606,2.4283,143100
-116.9,33.74,14,2281,426,894,430,2.3712,127900
-119.38,36.53,38,1281,297,1423,293,1.9602,51400
-117.25,32.94,16,4755,807,1829,756,6.7694,425900
-118.18,33.8,15,2407,589,1591,506,3.0513,148100
-121.7,37.2,15,531,154,469,155,4.65,385700
-118.04,34.13,39,2485,382,1072,342,6.0878,430200
-117.76,34.07,48,1157,247,677,218,2.8594,127200
-119.03,35.45,14,3520,604,1748,582,4.3162,87100
-121.81,37.25,20,3398,771,1231,744,2.0288,350000
-118,33.76,26,1876,455,1499,436,2.925,176000
-122.29,38.3,52,144,54,89,48,1.0096,162500
-118.28,34.04,48,1521,513,1772,458,2.2232,162500
-118.45,35.62,18,2304,527,782,390,1.4141,75800
-122.29,40.47,20,2858,612,1422,589,1.9657,63000
-119.72,36.82,16,2627,613,1054,623,1.9483,112500
-122.25,37.81,39,854,242,389,228,3.125,237500
-118.12,33.99,27,2316,559,2012,544,2.8155,176800
-118.28,34.09,52,2273,663,1480,597,2.3333,196500
-121.9,37.3,39,3627,666,1531,635,4.537,345900
-121.86,39.75,18,1651,309,856,293,3.5046,118300
-123.22,39.15,36,1166,216,504,203,3.5938,122100
-118.18,34.03,26,859,255,835,232,1.1929,143800
-117.89,33.87,32,1133,216,693,228,3.3594,202100
-121.65,39.53,23,1387,325,640,289,1.4833,65200
-122.12,37.28,21,349,64,149,56,5.8691,360000
-123.02,38.36,16,1496,298,778,284,3.8589,268800
-121.66,36.71,27,4131,886,2002,815,3.2929,157500
-117.14,32.72,45,1140,310,840,339,1.6156,156300
-117.98,33.92,27,3700,568,1793,552,5.3668,219800
-117.64,33.48,12,2007,397,1033,373,5.6754,275900
-117.23,32.81,22,3205,429,1083,410,8.1844,406300
-119.79,36.74,35,853,296,1228,289,1.0513,39600
-120.96,41.12,29,779,136,364,123,2.5,59200
-122.04,36.97,52,1901,335,955,301,3.8259,253100
-117.04,32.8,25,2504,345,1067,350,5.7416,243400
-117.68,35.64,15,3253,573,1408,586,5.2043,95700
-115.9,33.34,19,1210,248,329,155,1.7857,62800
-121.32,38.15,5,5428,994,2725,902,3.9323,130100
-123.73,40.48,25,2015,524,746,251,1.7153,77100
-118.34,34.06,52,2089,309,883,281,7.4574,500001
-117.36,34.08,4,8866,1832,4775,1554,3.7348,125800
-118.47,34.32,13,2664,518,1468,521,4.8988,325200
-121.29,38.14,27,836,132,303,133,3.875,127400
-121.84,37.4,25,1866,271,840,275,6.8677,288500
-121.76,37.29,15,2267,348,1150,327,7.1267,277900
-122.08,37.93,35,4043,689,1832,662,5.0761,233200
-118.19,34.03,31,525,136,627,145,2.6964,125000
-121.22,37.8,13,335,89,247,77,1.6111,74100
-117.02,34.03,19,4415,648,1627,619,4.2361,191600
-121.61,36.69,19,9899,2617,11272,2528,2.0244,118500
-118.02,33.89,36,1375,242,670,221,5.0839,198200
-117.92,33.62,35,1821,335,727,316,6.5842,458500
-121.53,38.51,20,6132,1324,2595,1174,3.1607,178900
-120.81,35.19,14,3414,802,1236,632,3.7635,336200
-117.25,33.36,6,3725,960,2833,915,2.3214,247000
-117.94,33.67,26,2552,314,925,323,8.1839,367000
-118.1,34,32,2122,591,1929,539,2.7311,169300
-121.61,37.86,30,1428,287,989,287,3.691,154400
-117.99,33.7,25,2017,357,1063,369,4.0345,229400
-118.03,34.16,36,1401,218,667,225,7.1615,484700
-117.19,32.78,34,4108,664,1659,644,4.4097,252000
-118.83,34.15,16,3380,731,1227,641,4.2857,233200
-121.69,36.96,23,1229,254,687,232,5.1433,305600
-118.09,34.09,36,1068,246,949,250,2.3462,188500
-121.07,38.66,22,1831,274,813,269,4.6394,173400
-118.2,34.03,52,583,157,730,174,1.4115,140600
-118.07,34.58,34,3416,601,1929,567,4.0147,107400
-117.26,34.13,39,3521,747,2256,721,2.1375,87500
-117.19,32.77,9,634,152,248,133,3.8571,143800
-122.29,37.54,41,1743,349,811,349,4.9464,282400
-116.95,33.75,19,2238,573,1190,507,2.0714,85800
-120.47,34.65,16,2549,428,1486,432,4.2875,150700
-118.17,34.06,44,1856,461,1853,452,2.5033,131900
-118.47,34.04,32,2909,748,1310,706,4.516,350000
-121.98,38.34,18,3876,916,2386,867,2.5938,129500
-122.24,40.18,39,2191,493,1307,499,1.6483,60800
-117.86,33.73,26,1702,456,2776,463,2.6385,180200
-122.15,37.7,36,1464,244,672,261,3.5547,194700
-122.54,37.88,30,4382,732,1775,745,6.7809,414400
-117.63,34.11,30,2674,428,1404,456,4.2969,165600
-118.15,34.04,39,1099,263,787,269,3.7794,194600
-117.28,33.04,12,4459,928,2471,888,3.5179,252700
-121.63,40.92,23,1922,411,872,350,2.2337,64500
-122.03,37.55,26,3087,532,1597,483,4.9118,217300
-117.26,34.24,10,4750,844,1220,428,4.5536,132400
-120.01,39.26,26,1930,391,307,138,2.6023,139300
-118.25,33.95,35,1405,326,1086,273,1.0375,89800
-118.12,34.09,25,3603,1003,2719,913,2.6981,208000
-118,33.77,24,1324,267,687,264,3.4327,192800
-119.12,35.41,12,5589,941,3018,917,4.4561,96900
-118.97,37.64,13,1907,544,575,234,3.0685,162500
-117.17,32.69,40,2236,331,767,316,5.3177,500001
-121.95,37.31,27,2462,570,1278,565,3.5652,329500
-117.06,32.56,17,2803,683,2768,676,1.7958,140400
-121.85,36.61,38,238,72,191,67,1.3897,125000
-124.16,40.8,52,1703,500,952,435,1.1386,74100
-118.34,34.05,41,2099,472,1369,465,2.7409,167100
-118.09,33.93,36,1585,323,1205,343,4.5306,183400
-121.42,37.74,19,1393,367,915,355,1.1957,103100
-118.11,34.08,45,1106,226,779,205,4.5446,244800
-118.21,33.8,44,1387,280,984,302,4.25,143100
-117.78,34.58,6,10263,1864,6163,1781,3.8803,120000
-118.83,34.23,6,8803,1114,3385,1010,8.7288,425800
-118.98,35.4,36,1443,273,680,259,2.9821,73100
-118.26,34.14,51,902,320,650,334,1.5417,268800
-119.78,36.27,29,1871,315,1066,309,4.5714,100800
-122.42,37.75,52,1855,611,1715,614,2.1289,250000
-117.9,34.05,33,629,76,253,75,7.6286,330400
-118.96,35.38,34,2047,347,888,352,3.6734,92900
-118.29,34.03,29,3544,1384,3323,1213,1.0219,258300
-122.25,37.77,52,859,157,429,158,4.3098,197900
-117.01,32.7,25,2321,398,1434,386,3.5341,120800
-122.44,37.78,16,883,236,601,219,2.151,146900
-117.55,33.85,4,8207,1373,3887,1304,4.8686,195300
-118.02,34.11,39,1504,280,718,261,4.625,219000
-119.54,36.52,16,2703,415,1106,372,4.2045,120900
-120.92,37.6,12,4485,805,2445,832,3.7611,123100
-122.59,38.12,25,7784,1145,3445,1166,6.0132,287900
-121.94,38.02,29,5765,1170,3266,1131,2.7907,113900
-122.21,38.41,12,4270,654,1624,598,5.5266,331300
-118.16,33.79,26,3061,844,2135,769,2.875,164000
-122.04,37.37,33,2757,489,1201,481,5.0453,311600
-117.36,34.48,3,16533,2549,7588,2285,3.9792,122100
-122.38,40.56,23,2281,408,1164,420,3.5347,101200
-118.41,34.04,49,601,95,228,106,8.0239,500001
-118.44,34.29,35,2606,447,1555,404,4.6864,193800
-122.06,37.38,20,4293,1272,2389,1210,4.2719,270800
-120.96,37.67,17,2434,511,1558,546,2.9219,114300
-118.22,33.89,37,797,190,485,166,2.7434,95200
-117.86,33.99,10,17820,2812,8686,2666,6.3875,310700
-118.28,34.01,48,483,190,775,188,2.3309,126600
-122.11,37.44,35,2016,349,1023,376,5.6413,376600
-119.79,36.74,52,173,87,401,84,2.1094,75000
-121.92,36.62,52,728,161,313,142,3.4327,254500
-121.7,37.94,36,1710,320,861,300,2.8828,131100
-118.27,34.11,36,1832,539,934,486,3.0521,276600
-116.71,33.75,25,10665,2161,1874,852,3.0625,150500
-124.16,41.92,19,1668,324,841,283,2.1336,75000
-120.93,39.17,13,2331,464,1110,419,3.6563,164900
-119.24,36.33,9,3289,621,1866,631,3.1599,95000
-122.1,38.02,28,4308,824,2086,776,3.6523,159700
